customer_id,customer_name,customer_email,customer_lifetime_value,customer_reliability
CUST00089,Rajata Loyal,yatan14@example.com,52980.75,0.7353520084347424
CUST00090,Ucchal Raghavan,ayush75@example.org,214671.42,0.7508206072557703
CUST00091,Simon Pant,harini49@example.net,365892.55,0.8395467553361197
CUST00092,Advaith Varughese,frederickkhurana@example.net,492161.78,0.5923196845953423
CUST00093,Vrinda Khosla,cswaminathan@example.org,204297.53,0.6959001203198342
CUST00094,Chaitaly Kant,tkohli@example.net,431527.91,0.6569222235857228
CUST00095,Urvashi Wali,pavani85@example.com,99153.41,0.7429038255682467
CUST00096,Anika Mohan,vihaan13@example.com,213831.41,0.6697744122067845
CUST00097,Qasim Handa,vedamalhotra@example.net,128654.19,0.9470042076886855
CUST00098,Harish Hari,utkarsh52@example.com,224349.72,0.9203801150475872
CUST00099,Jonathan Mahal,bhagatbrinda@example.net,277411.03,0.571752981695699
CUST00100,Vritti Chauhan,maneupasna@example.com,499644.82,0.9094918615843793
CUST00101,Harini Gour,krishnanvanya@example.org,484653.15,0.9483378026934948
CUST00102,Nandini Swamy,beramax@example.org,425104.39,0.6215137775596831
CUST00103,Frederick Kothari,sahaupkaar@example.net,245392.36,0.6419113386556481
CUST00104,Shravya Savant,pushti49@example.net,203514.94,0.5752132219880369
CUST00105,Hardik Johal,aishanibumb@example.org,192591.69,0.9736828028252822
CUST00106,Oscar Borde,aarnavrege@example.com,136275.51,0.8871503588378848
CUST00107,Bishakha Bali,bhavyamandal@example.net,230229.14,0.7318932189757701
CUST00108,Ekavir Kaur,rudra61@example.net,478872.23,0.9780317564818669
CUST00109,Manthan Lata,ekbalbhasin@example.org,280105.32,0.8589155583774202
CUST00110,Bhavya Sarna,sidhudaksha@example.net,81624.43,0.6775843649626626
CUST00111,Anita Tella,fsarma@example.net,484511.14,0.7990475250509902
CUST00112,Rachana Naidu,atharv13@example.net,273386.62,0.8716294909629976
CUST00113,Amruta Baria,upmavenkataraman@example.net,33296.81,0.8011963656173576
CUST00114,Arunima Golla,fswamy@example.com,253910.94,0.9166695535807627
CUST00115,Nilima Nath,henry25@example.com,82929.2,0.9631349284080136
CUST00116,Bhavya Rattan,shagaurang@example.com,44655.18,0.629904733221711
CUST00117,Ekiya D’Alia,avarkey@example.net,299542.38,0.8403413980497587
CUST00118,Odika Bhagat,zarnapathak@example.net,121425.93,0.6015512439972635
CUST00119,Riya Behl,amaradeep@example.com,445692.22,0.6558725995491087
CUST00120,Vedhika Dara,khatrinathan@example.com,299286.98,0.8163340494428044
CUST00121,Nikita Chander,ishaanshenoy@example.org,212516.33,0.8009790843952267
CUST00122,Wishi Manne,ojasvi77@example.org,263777.44,0.9519236908266637
CUST00123,Maanav Rajagopal,yashodadeshpande@example.org,106108.3,0.8579624743394484
CUST00124,Oeshi Oak,aarnav44@example.net,123149.55,0.7201879141202394
CUST00125,Manthan Sekhon,vpai@example.net,337486.66,0.6789987443134677
CUST00126,Tamanna Nagy,williamrajagopal@example.org,161507.71,0.8733017317381929
CUST00127,Caleb Nadkarni,yraj@example.net,40908.84,0.747062774725992
CUST00128,Warhi Bansal,yadavinarula@example.org,499234.95,0.9783214725776905
CUST00129,Harish Vora,uaurora@example.org,41264.06,0.6416563542748274
CUST00130,Mohammed Borde,vlanka@example.net,136274.21,0.9513015325372949
CUST00131,Faris Narasimhan,onadig@example.net,441027.77,0.9280862042683533
CUST00132,Balendra Biswas,bhavnakaran@example.net,187915.91,0.6178311379136098
CUST00133,Radha Chaudhari,sawhneyojas@example.net,417703.75,0.8525221677875695
CUST00134,Ayush Batra,daksh45@example.com,307780.49,0.9745102173615469
CUST00135,Madhav Konda,kgole@example.org,328718.28,0.553363936075428
CUST00136,Lavanya Khosla,odhar@example.com,409466.55,0.6787328634459905
CUST00137,Tripti Kumer,shroffbhavna@example.net,333377.41,0.9537399016886547
CUST00138,Ethan Sathe,chandani64@example.com,71474.1,0.599634328280214
CUST00139,Rushil Rajagopalan,pchhabra@example.com,57982.81,0.7878861655804709
CUST00140,Chakrika Merchant,randhawaanvi@example.org,139812.37,0.8100768256229962
CUST00141,Watika Mangat,indirakanda@example.net,360218.03,0.6375468443008048
CUST00142,Zashil Devan,baraldayamai@example.com,318947.79,0.663513077701076
CUST00143,Janya Deep,merchanteta@example.net,246823.27,0.9392946911641089
CUST00144,Parth Iyer,jasmitwali@example.net,423821.34,0.5896883411164754
CUST00145,Nitesh Kurian,vmerchant@example.com,214670.01,0.6689724963080682
CUST00146,Upadhriti Borra,upkaarranganathan@example.net,6755.12,0.8815812658984397
CUST00147,Gautam Rana,lallajatin@example.com,320371.12,0.6626407628467698
CUST00148,Adweta Raj,hritik37@example.org,371909.3,0.7872225810843483
CUST00149,Timothy Bhatnagar,pmittal@example.com,216705.02,0.5541579708315862
CUST00150,Logan Bath,modiwaida@example.org,42245.71,0.9297357491190614
CUST00151,Wahab Yogi,lipikasetty@example.com,452444.64,0.7846038243583746
CUST00152,Mohammed Sachdeva,surinikita@example.com,418124.53,0.8004791135906114
CUST00153,Kamala Kalla,psaxena@example.com,78306.42,0.6048015732913197
CUST00154,Jhalak Parmer,raoanya@example.org,157587.88,0.9365620401593137
CUST00155,Suhani Chand,anshbedi@example.com,399080.54,0.9201021102603881
CUST00156,Jeremiah Jha,johaltarak@example.org,449967.7,0.6403329114860943
CUST00157,Manbir Agate,maanav28@example.com,128517.22,0.5942012573188679
CUST00158,Imaran Bal,alexanderparmar@example.org,391157.54,0.9301779216239339
CUST00159,Amol Ghosh,charles26@example.net,206156.81,0.8168844493648065
CUST00160,Devansh Soni,gpathak@example.net,81503.9,0.94984883674828
CUST00161,Siya Thakur,calebverma@example.com,432979.82,0.969768594160314
CUST00162,Azaan Bhat,bratti@example.net,406332.0,0.9290089680052295
CUST00163,Vritti Sawhney,buchekanta@example.net,17269.25,0.8667227228546853
CUST00164,Dominic Date,ekta69@example.net,169431.81,0.95025083100078
CUST00165,Sudiksha Tiwari,ychaudhary@example.net,402106.39,0.9215475322013702
CUST00166,Tanveer Sani,akari@example.com,406320.91,0.664726455125623
CUST00167,Mohini Sagar,munshiprisha@example.com,394750.38,0.5964811193532716
CUST00168,Kavya Dua,fbhavsar@example.org,436722.56,0.9191950980752461
CUST00169,Rachana Char,kalpit80@example.net,115104.69,0.9011322404066795
CUST00170,Jason Roy,pallavi04@example.net,232850.1,0.6812320729555983
CUST00171,Indira Chawla,mohammedsubramaniam@example.org,398696.02,0.6478660595853413
CUST00172,Inaya Pillai,mallickupkaar@example.com,16713.9,0.6330458089809148
CUST00173,Amara Balakrishnan,anjalimore@example.com,167489.67,0.9216717650730231
CUST00174,Abeer Golla,nandiniboase@example.org,483610.11,0.6700237468704048
CUST00175,Gavin Wali,krishasaini@example.com,322533.46,0.7218617052748262
CUST00176,Nakul Pingle,ekta99@example.org,490669.1,0.7805727649658505
CUST00177,Nachiket Dugar,bumbanita@example.com,469922.38,0.5995969532961138
CUST00178,Vedika Sathe,nmahajan@example.net,485348.3,0.6267841609541593
CUST00179,Hemani Sani,mandervidhi@example.net,481454.49,0.6641505358848765
CUST00180,Chakradev Kannan,abhakta@example.org,58659.26,0.7368624161827971
CUST00181,Siddharth Devan,bimala51@example.org,365629.81,0.6848812451038463
CUST00182,Qushi Gill,lajitawalia@example.net,305073.38,0.7699119156578755
CUST00183,Xiti Pandya,ranganathanbrijesh@example.com,195671.74,0.7979328587035378
CUST00184,Tripti Brahmbhatt,pushti96@example.net,131087.64,0.8547776720486934
CUST00185,Bimala Contractor,ubail@example.org,5837.18,0.9479973211646056
CUST00186,Janaki Chakrabarti,pcherian@example.com,271533.74,0.8593548996322835
CUST00187,Farhan Randhawa,harinakshi35@example.org,372265.29,0.8383702569061897
CUST00188,Yashvi Comar,ikshitapanchal@example.net,185289.63,0.5800887387843134
CUST00189,Warinder Chauhan,aahanahora@example.org,333797.65,0.6919860154983165
CUST00190,Faqid Goel,wshetty@example.net,160388.24,0.9146465701877242
CUST00191,Ekantika Mutti,riabir@example.com,361278.36,0.6791385753308437
CUST00192,Chavvi Maharaj,pandeyyashica@example.org,158095.91,0.7256089507062633
CUST00193,Triya Seth,bhandarijyoti@example.com,204188.19,0.6771317370861573
CUST00194,Gautam Tripathi,lshere@example.net,68007.46,0.7307919235223506
CUST00195,Shivani Guha,vamakshi82@example.org,470480.02,0.8412467164672752
CUST00196,Harshil Oza,thamanorinder@example.org,451888.75,0.8146714138590936
CUST00197,Raksha Sarna,janujapradhan@example.com,153970.19,0.7856130016483502
CUST00198,Nilima Nigam,nattdominic@example.com,5200.94,0.6733728982536387
CUST00199,Libni Mander,mason51@example.net,217794.63,0.7993934559141432
CUST00200,Inaya Mukherjee,mdayal@example.net,329079.28,0.7499449218062162
CUST00201,Dayita Puri,joshua81@example.net,223869.1,0.6418916024253132
CUST00202,Yashoda Pathak,patildayamai@example.org,239227.16,0.9375077551061493
CUST00203,Harita Sunder,upkaardevan@example.org,399032.26,0.6229673003651636
CUST00204,Chakrika Chaudhuri,nayarkaran@example.net,46973.79,0.7716443642635431
CUST00205,Mitesh Gaba,noahsarma@example.org,318305.72,0.6941309498262144
CUST00206,Janya Khanna,wmane@example.net,410119.61,0.8729893991425148
CUST00207,Vivaan Walla,dayamaisingh@example.org,338033.86,0.646595486378834
CUST00208,Ridhi Shenoy,lavanya88@example.com,103569.32,0.5605029167225354
CUST00209,Ryan Devi,charles75@example.net,126197.06,0.7543086280140863
CUST00210,Zaitra Dash,fiyaz24@example.com,425620.16,0.5813161385493648
CUST00211,Rajeshri Chand,shravyapalla@example.org,210148.3,0.8207991137172169
CUST00212,Chatresh Randhawa,warinder61@example.com,101245.44,0.8494323277109171
CUST00213,Ayaan Nagar,nayakmadhav@example.org,249716.7,0.6549133090187287
CUST00214,Bhavini Sodhi,upasnasen@example.net,329748.72,0.5523842717993537
CUST00215,Fariq Bahl,tanveer28@example.net,376727.42,0.8811198610868307
CUST00216,Indrajit Mani,charvidara@example.org,57760.71,0.7328128633953757
CUST00217,Oni Shankar,choudhryxalak@example.net,92063.91,0.9619253981802021
CUST00218,Yutika Khurana,bishakhasanghvi@example.org,261389.09,0.5715939056104756
CUST00219,Wridesh Saha,frederickviswanathan@example.com,128353.15,0.9147846293612136
CUST00220,Yashica Tripathi,ramakrishnanupma@example.org,230948.6,0.8946091387405737
CUST00221,Kashvi Kulkarni,parikhekansh@example.com,335450.98,0.9747937548185726
CUST00222,Hemang Natarajan,chaitanyapandey@example.net,299748.9,0.958517031630557
CUST00223,Parth Shetty,zgopal@example.org,446255.83,0.8134404987875581
CUST00224,Tanvi Bansal,saksham03@example.org,361040.61,0.7670546108744929
CUST00225,Dayita Varma,qsolanki@example.org,416131.74,0.7855849387626562
CUST00226,Bhavika Parikh,narulaanjali@example.org,449118.01,0.8697718401286215
CUST00227,Rajeshri Ratta,vraju@example.org,239963.85,0.6614523658399584
CUST00228,Widisha Pillai,fitan61@example.com,127383.67,0.8241944178137472
CUST00229,Chaaya Nagi,buchfalak@example.net,384077.77,0.7741589195160323
CUST00230,Damini Sehgal,sganesan@example.com,315240.48,0.6680769021745415
CUST00231,Sanya Basak,radhika40@example.org,43354.26,0.6728631048711556
CUST00232,Januja Varghese,azaandhar@example.net,139498.98,0.6874751144200678
CUST00233,Bakhshi Date,keerjeevika@example.com,272375.35,0.609500846451947
CUST00234,Bachittar Dube,xprabhakar@example.com,119474.43,0.8483984192885925
CUST00235,Laksh Wagle,mitali54@example.org,354677.48,0.5776184058069677
CUST00236,Atharv Grewal,yvasa@example.net,206761.69,0.7833227904166836
CUST00237,Adweta Lad,nkala@example.com,210808.25,0.6389387874911965
CUST00238,Ryan Das,ethanseth@example.org,212971.04,0.9390805456862761
CUST00239,Gagan Nagarajan,dhruv88@example.com,294119.31,0.8490748841941262
CUST00240,Nakul Ghosh,yashoda31@example.org,429082.36,0.8792056677307698
CUST00241,Warjas Tak,pateljyoti@example.com,193288.61,0.552535315941117
CUST00242,Gabriel Bhatti,mitali78@example.com,179120.61,0.873994303775536
CUST00243,Ethan Dass,ethan77@example.net,427456.74,0.9599750455421456
CUST00244,Kabir Gopal,rachitathakkar@example.org,212415.53,0.8714317376605618
CUST00245,Zarna Dua,nitesh25@example.net,275335.49,0.8093986132447337
CUST00246,Hiral Venkataraman,farhan43@example.net,114166.65,0.6443513028872175
CUST00247,Jeremiah Mitter,thakkarom@example.net,220738.81,0.5624806725770876
CUST00248,Onveer Nazareth,balakrishnanfinn@example.org,171384.12,0.8420310105621904
CUST00249,Shivansh Saha,tankbimala@example.net,205136.75,0.6209692344175088
CUST00250,Vasudha Konda,dmishra@example.org,236358.12,0.6048799528308991
CUST00251,Nakul Sarraf,dsule@example.org,313017.2,0.5615955743192093
CUST00252,Maanas Munshi,hemani62@example.com,200040.03,0.7926885527006529
CUST00253,Eiravati Khurana,rdas@example.com,18415.51,0.8263823486440144
CUST00254,Lohit Chatterjee,mannanleena@example.net,72171.25,0.74853033094215
CUST00255,Yuvraj Dutta,dhriti32@example.com,29890.89,0.7130146616009001
CUST00256,Wishi Morar,fbajaj@example.com,109771.84,0.6905436960989627
CUST00257,Wridesh Kale,chanakya04@example.com,381808.71,0.7130242726925786
CUST00258,Bhavika Yadav,chokshiraagini@example.org,377244.86,0.9077274426167672
CUST00259,Jasmit Rau,chakradev60@example.net,129874.41,0.5852196800875064
CUST00260,Janani Mani,rajuyamini@example.com,14594.73,0.7819501906066895
CUST00261,Jagat Dave,rameshkashvi@example.com,499954.38,0.7004829477996791
CUST00262,Maanas Issac,ctella@example.org,326821.33,0.8859302113326848
CUST00263,Laksh Nath,dvenkataraman@example.org,327618.55,0.8743202777455963
CUST00264,Falak Nagar,mayamistry@example.net,475057.81,0.6357250934158891
CUST00265,Yashica Upadhyay,emistry@example.org,15088.11,0.6155244086874598
CUST00266,Garima Choudhary,ymorar@example.net,67479.38,0.8378673031865616
CUST00267,Urvi Lanka,charansrinivasan@example.org,284164.94,0.6437247525897966
CUST00268,Manbir Kibe,choudharyrayaan@example.org,351235.16,0.8797661822931835
CUST00269,Dipta Sahota,nitarajani@example.com,88055.63,0.8111164223731007
CUST00270,David Devi,ektasridhar@example.net,375223.2,0.5992491346929261
CUST00271,Dipta Ghose,vwalia@example.net,410554.08,0.9648299324046576
CUST00272,Aishani Sule,yatinmallick@example.net,58508.88,0.5610417229639104
CUST00273,Umang Mishra,sarthak75@example.com,159418.84,0.8412593333456757
CUST00274,Anusha Mani,raghavanmegha@example.com,479295.55,0.7205614098521498
CUST00275,Bina Basak,farhan57@example.net,358932.28,0.5826784854725158
CUST00276,Varenya Kala,anikamagar@example.org,346854.14,0.8197142301084491
CUST00277,Wriddhish Kibe,waliupkaar@example.net,55441.15,0.8821667805290263
CUST00278,Charles Chaudhry,tnarayanan@example.com,425895.15,0.8081769943712429
CUST00279,Laksh Ahluwalia,niharikasoni@example.com,64922.26,0.9730530711513086
CUST00280,Bhavna Nagi,daniel19@example.org,392404.5,0.6992976190826331
CUST00281,Parth Sahni,balhaarranganathan@example.com,217047.12,0.7093454767737641
CUST00282,Bimala Barad,misrahredhaan@example.com,255450.59,0.6967294051903518
CUST00283,Suhani Viswanathan,gdesai@example.com,425539.94,0.903602294778725
CUST00284,Reyansh Chowdhury,nicholas74@example.net,57241.74,0.9631386539022688
CUST00285,Akshay Nazareth,reyansh29@example.net,319614.63,0.9063441437310571
CUST00286,Prisha Varma,gabriel61@example.org,355117.78,0.7372594723533011
CUST00287,Vansha Naik,abeerlal@example.com,368228.68,0.9651537044323734
CUST00288,Sanya Loke,chasmum99@example.org,138690.79,0.897525664086905
CUST00289,Jagvi Keer,daniudyati@example.com,271395.59,0.7579039266697744
CUST00290,Nidra Thakkar,jacob45@example.net,220609.37,0.8643412721512026
CUST00291,Theodore Deol,ddua@example.net,137855.79,0.9162366588083126
CUST00292,Ojasvi Sinha,yugbumb@example.net,416211.85,0.58726504616394
CUST00293,Janaki Brahmbhatt,bhatiayashasvi@example.org,441407.44,0.6548612788521111
CUST00294,Nitesh Narang,rdada@example.org,235030.69,0.8124426328191239
CUST00295,Gavin Uppal,dbhakta@example.org,192599.71,0.5623409990411385
CUST00296,Tanmayi Bhardwaj,umorar@example.org,426221.65,0.6281911385778075
CUST00297,Aachal Aggarwal,elijahbath@example.com,109999.33,0.8930679134360815
CUST00298,Devansh Bhasin,sodhiazad@example.com,173467.73,0.928537591296037
CUST00299,Pranit Deshmukh,yprasad@example.com,352085.96,0.6687954875751595
CUST00300,Keya Buch,ijayadani@example.org,10024.8,0.9576669084441234
CUST00301,Joshua Kapoor,bajajchanchal@example.com,47378.42,0.8596321055648035
CUST00302,Ladli Karpe,trivenipal@example.org,246846.03,0.8760108009974605
CUST00303,Ranbir Chowdhury,sainiamol@example.org,346851.62,0.8277382468886094
CUST00304,Ekalinga Chaudhuri,sekhonchanakya@example.org,247956.56,0.8909611332968965
CUST00305,Neelima Sarna,teerthbhalla@example.org,51061.41,0.645286452203188
CUST00306,Vivaan Nagar,warjas42@example.net,347434.64,0.6816685929559381
CUST00307,Odika Mital,darsh89@example.net,292870.01,0.7535020101665957
CUST00308,Prisha Tandon,padmanabhanlakshmi@example.net,267806.36,0.7329666394632424
CUST00309,Omaja Rege,charitapuri@example.org,374238.04,0.69224025779425
CUST00310,Wridesh Kar,maanas70@example.net,352913.2,0.6664940635997645
CUST00311,Omaja Wagle,lipikakibe@example.com,129444.82,0.6018820304434915
CUST00312,Ganga Brar,fprabhakar@example.net,100329.23,0.6014085387396727
CUST00313,Charan Loyal,ebaral@example.org,270252.66,0.8777415320781643
CUST00314,Varenya Joshi,chavvi03@example.org,96649.17,0.6430453951478005
CUST00315,Varenya Kibe,mekhalakhatri@example.net,244678.3,0.8615715504700121
CUST00316,Barkha Rai,pwalla@example.com,488420.48,0.7755938537167014
CUST00317,Advika Parsa,gshukla@example.net,145084.36,0.5932262264790401
CUST00318,Ekaja Jani,dhriti60@example.net,101088.2,0.6478177602974986
CUST00319,Madhav Babu,omisha42@example.org,93823.56,0.5560837979201075
CUST00320,Victor Raghavan,xalaknazareth@example.com,269396.87,0.667953870516805
CUST00321,Vritti Sharma,indiragara@example.org,487275.99,0.7879443557234016
CUST00322,Qarin Bhargava,bordechanakya@example.org,350221.61,0.6043001819721159
CUST00323,Laksh Kashyap,doraaditya@example.org,434888.29,0.7610778386452249
CUST00324,Kashvi Bhasin,bsura@example.org,436996.27,0.7968476144393228
CUST00325,Advik Badal,bhavini08@example.net,237351.49,0.7394015831984844
CUST00326,Praneel Chhabra,viswanathanmanthan@example.org,96260.02,0.5720919883889385
CUST00327,Zayyan Pandya,mekhala15@example.com,470826.48,0.7554235505242457
CUST00328,Yagnesh Kara,faris01@example.com,411947.24,0.7223042001683342
CUST00329,Krishna Soni,andraonveer@example.org,41670.67,0.8206616539893592
CUST00330,Radha Narula,wablebrijesh@example.org,31536.49,0.6141549613236718
CUST00331,Vaishnavi Madan,bordeavni@example.net,283605.6,0.6806492700921579
CUST00332,Praneel Murty,johalmaanas@example.net,496989.47,0.6009341717509286
CUST00333,Faraj Mistry,wrideshramachandran@example.net,383399.51,0.8107165900344739
CUST00334,Leena Dey,tellahiral@example.org,396416.71,0.6470454689379649
CUST00335,Rajeshri Kata,oakmekhala@example.com,263673.4,0.7437212199021643
CUST00336,Anjali Seshadri,wkari@example.net,224146.9,0.9198716663052574
CUST00337,Rachana Grewal,xchada@example.net,495065.47,0.681313505057325
CUST00338,Yatin Borah,loyalmitesh@example.com,312408.52,0.8121412922654061
CUST00339,Lopa Nadig,hredhaan10@example.com,371344.21,0.9574637861399125
CUST00340,Jagvi Madan,deogagan@example.org,107855.01,0.640740833981319
CUST00341,Saumya Vala,bchauhan@example.org,331911.93,0.6175345501537772
CUST00342,Girik Nair,sarora@example.com,91037.71,0.5822778936275023
CUST00343,Frado Kibe,lajitagara@example.org,6324.48,0.743716592985612
CUST00344,Charvi Loyal,edhingra@example.org,298936.54,0.6752414942833419
CUST00345,Anya Sama,veda15@example.com,119580.74,0.8539910068479843
CUST00346,Warhi Hayre,ichhabra@example.com,352978.84,0.7452334703550286
CUST00347,Meghana Natarajan,cnarayan@example.com,345255.54,0.9472817491274959
CUST00348,Laban Mital,sai75@example.org,394974.87,0.8187749430806155
CUST00349,Eiravati Manne,ukibe@example.com,332285.61,0.9514774371315706
CUST00350,Maya Patla,iyengarpranit@example.net,215443.79,0.7841618228455488
CUST00351,Triya Kadakia,smanne@example.org,325579.19,0.9406169214414206
CUST00352,Xalak Dewan,wyatt42@example.net,414182.42,0.5807062298480001
CUST00353,Krishna Borah,lsrinivas@example.com,87131.78,0.6822730794241201
CUST00354,Balhaar Parsa,choprayuvraj@example.net,375734.07,0.7947590312072097
CUST00355,Ojas Basu,ynarula@example.com,147862.24,0.6034720730151246
